Waktu Pesanan Dibuat,Jumlah,Returned Quantity,Total Pembayaran,Total Diskon,Ongkos Kirim Dibayar oleh Pembeli,Jumlah Terjual Bersih,Weekend
2025-01-24,3,0,470073,0.0,6000.0,3,0.0
2025-01-25,2,0,57358,0.0,0.0,2,1.0
2025-01-26,1,0,191900,0.0,8000.0,1,1.0
2025-01-27,2,0,83560,0.0,0.0,2,0.0
2025-01-28,4,0,349497,0.0,23000.0,4,0.0
2025-01-29,2,0,53959,0.0,3000.0,2,0.0
2025-01-30,1,0,29930,0.0,0.0,1,0.0
2025-01-31,1,0,49984,0.0,6100.0,1,0.0
2025-02-01,3,0,58674,0.0,0.0,3,1.0
2025-02-02,6,0,144448,0.0,4000.0,6,1.0
2025-02-03,2,0,953350,0.0,68000.0,2,0.0
2025-02-04,0,0,0,0.0,0.0,0,0.0
2025-02-05,3,0,79420,0.0,0.0,3,0.0
2025-02-06,2,0,40586,0.0,0.0,2,0.0
2025-02-07,3,0,276467,0.0,68000.0,3,0.0
2025-02-08,7,0,524026,0.0,53000.0,7,1.0
2025-02-09,1,0,22900,0.0,0.0,1,1.0
2025-02-10,1,0,57000,0.0,0.0,1,0.0
2025-02-11,4,0,232657,0.0,45100.0,4,0.0
2025-02-12,11,0,478294,0.0,25694.0,11,0.0
2025-02-13,1,0,153630,0.0,45100.0,1,0.0
2025-02-14,4,0,327266,0.0,830700.0,4,0.0
2025-02-15,2,0,108700,0.0,0.0,2,1.0
2025-02-16,4,0,203441,0.0,41200.0,4,1.0
2025-02-17,4,0,102762,0.0,11000.0,4,0.0
2025-02-18,2,0,84011,0.0,0.0,2,0.0
2025-02-19,3,0,292454,0.0,35000.0,3,0.0
2025-02-20,8,1,281902,0.0,0.0,7,0.0
2025-02-21,0,0,0,0.0,0.0,0,0.0
2025-02-22,1,0,116674,0.0,33600.0,1,1.0
2025-02-23,3,0,150999,0.0,12600.0,3,1.0
2025-02-24,6,0,848334,0.0,13000.0,6,0.0
2025-02-25,3,0,87514,0.0,6500.0,3,0.0
2025-02-26,2,0,67900,0.0,8000.0,2,0.0
2025-02-27,2,0,73121,0.0,7900.0,2,0.0
2025-02-28,4,0,84275,0.0,0.0,4,0.0
2025-03-01,2,0,140900,0.0,0.0,2,1.0
2025-03-02,0,0,0,0.0,0.0,0,0.0
2025-03-03,4,0,206101,0.0,12500.0,4,0.0
2025-03-04,5,0,136700,0.0,0.0,5,0.0
2025-03-05,4,0,312732,0.0,1600.0,4,0.0
2025-03-06,3,0,239723,0.0,69900.0,3,0.0
2025-03-07,4,0,176829,0.0,14000.0,4,0.0
2025-03-08,2,0,146939,0.0,13600.0,2,1.0
2025-03-09,1,0,35320,0.0,8000.0,1,1.0
2025-03-10,4,0,199340,0.0,0.0,4,0.0
2025-03-11,2,0,49471,0.0,0.0,2,0.0
2025-03-12,5,0,346072,0.0,36400.0,5,0.0
2025-03-13,0,0,0,0.0,0.0,0,0.0
2025-03-14,0,0,0,0.0,0.0,0,0.0
2025-03-15,3,0,299734,0.0,29500.0,3,1.0
2025-03-16,5,0,589378,0.0,15000.0,5,1.0
2025-03-17,7,0,266994,0.0,0.0,7,0.0
2025-03-18,1,0,29114,0.0,8000.0,1,0.0
2025-03-19,3,0,123690,0.0,0.0,3,0.0
2025-03-20,1,0,33240,0.0,6000.0,1,0.0
2025-03-21,0,0,0,0.0,0.0,0,0.0
2025-03-22,0,0,0,0.0,0.0,0,0.0
